Family_History,Social_Support,Counseling_Service_Use,Extracurricular_Involvement,Semester_Credit_Load,Sleep_Quality,Physical_Activity,Stress_Level,Financial_Stress,Substance_Use,Diet_Quality,Depression_Score,Anxiety_Score,Chronic_Illness,Burnout_Score,Burnout_Level
0,0,1,0.5,0.357142857,1,0,0.4,1,0,0.5,0.4,0,0,0.55743874,2
0,0.5,0.5,0.5,0.357142857,1,0.5,0.8,0.6,0,0.5,0.2,0.8,0,0.469368799,1
1,0,0,0,0.142857143,0.5,0.5,0.4,1,0,0.5,0.2,0.6,0,0.668718369,2
0,1,0.5,0.5,0.214285714,1,1,0.2,0,0.5,0,1,0.2,0,0.301203319,0
0,1,0,0,0.714285714,1,0.5,0.4,0.2,0,0.5,0.6,1,0,0.440840903,1
0,0.5,0,0,0.5,0.5,0.5,0.8,0,0,0,0.2,1,0,0.577655845,2
1,0.5,0.5,0,0.5,0.5,1,0.4,0,0,1,0.2,0,0,0.410388954,0
0,0,0.5,0.5,0.857142857,1,0.5,0.4,1,0,0,0.6,0.2,0,0.589696016,2
1,1,0,0.5,0.071428571,1,0,0.4,0.8,0,0.5,1,0,0,0.48623016,1
0,0.5,0,0,0,1,1,0.4,0.8,0.5,0.5,0.6,0.2,0,0.371963768,0
0,0,0.5,1,0.142857143,0.5,0.5,0.4,0.6,0,0.5,0,0.6,0,0.390787593,0
0,1,0,0,0.214285714,1,0.5,0.8,0.2,0,0,0,1,0,0.460134975,1
1,1,0,0.5,0.214285714,1,0.5,0.6,0.6,0,1,1,0.6,0,0.428668039,1
0,0,0,1,0.928571429,1,0.5,0.8,0,0,0.5,0.6,0.4,0,0.453978704,1
0,0.5,0.5,0,0.785714286,0.5,0.5,0.8,0.6,0,0,0.2,1,0,0.691233163,2
0,0,0,1,0.857142857,1,0.5,0.6,0.4,1,0.5,0.6,0.6,0,0.647749335,2
0,0.5,0,0.5,0.785714286,0.5,1,0,0.4,0,0,0.8,0.8,0,0.424872312,0
1,0,0,1,0.785714286,0.5,0.5,0.8,0.6,0,0.5,0.4,0.6,0,0.629171109,2
0,1,1,1,0.142857143,1,0.5,0.2,0,0,0.5,0.8,0.4,0,0.28391245,0
0,0.5,0.5,0.5,0.214285714,1,0.5,0.8,1,0,0,0.2,0,0,0.474312206,1
1,0.5,0,0.5,0.571428571,1,0,0,0,0,1,0.2,0.8,0,0.376544015,0
0,0.5,0.5,0,0.214285714,1,1,0.6,0,0,0.5,0.6,0.4,0,0.379275867,0
1,1,0,0,0.642857143,0.5,0.5,0.6,0.6,0,0.5,0.8,0,0,0.621403895,2
0,0,0,0.5,0.571428571,1,1,0.6,0.4,0,1,0.4,0,1,0.404442199,0
1,1,0.5,0,0.285714286,0.5,0.5,0.6,0.8,1,1,1,0.8,0,0.747298411,2
0,1,0.5,0.5,1,1,0.5,0.4,0.6,0,0.5,1,0.6,1,0.571471639,2
0,0.5,0,1,0.428571429,0,0.5,0.8,0.2,0,0,0.2,1,0,0.491002463,1
0,0.5,1,0,0.857142857,1,1,1,0.6,0,0.5,0.4,0.8,0,0.579600849,2
0,0.5,0,1,0.214285714,0.5,0.5,0.8,1,0,1,0,0.4,0,0.311331077,0
1,0,0,0,1,1,0,0.4,1,0,0.5,0,0.6,0,0.76770408,2
0,0,0,1,0.357142857,1,0.5,0.2,0.6,0,1,0.6,0.4,0,0.267620274,0
0,0.5,0,0.5,0.642857143,0,1,0.2,0.4,0,0.5,0,0.4,0,0.362710156,0
0,1,0.5,1,0.857142857,0.5,1,1,0,0,1,1,0,0,0.25284825,0
0,0.5,0,0,0.142857143,1,0.5,0.8,0.2,0,0.5,1,0,0,0.407115853,0
0,0.5,0.5,1,0.214285714,1,1,0.6,1,0,0.5,0.4,0.2,0,0.352355423,0
0,1,0,0.5,0.571428571,1,1,0.8,0.4,0,0.5,0.2,0.2,0,0.241257374,0
1,0,0,1,1,1,0.5,0.4,0.2,0,0.5,0.6,0.6,0,0.485609761,1
0,1,1,0,0.857142857,0.5,0.5,0.8,1,0,0.5,0,0.4,1,0.681685065,2
0,0.5,0,0.5,0.714285714,0.5,0,0.8,1,0,0.5,1,0.2,0,0.604147946,2
0,0.5,0,0,0.571428571,1,0.5,0.4,0.6,0,0.5,0.8,0.6,0,0.474269139,1
0,1,0,0.5,0.285714286,0.5,0.5,0.6,1,0,0.5,0.6,0,0,0.395841578,0
1,0.5,0,0.5,0.428571429,1,0.5,1,0.6,0,0.5,0.4,0.8,0,0.623046266,2
1,0,0,0.5,0,0.5,0.5,0,0.6,0,0.5,0.4,0.6,0,0.463553573,1
0,0.5,0,0.5,0.285714286,0.5,0.5,1,0.4,0,0.5,0.2,1,0,0.484970738,1
0,0,0.5,0.5,1,0.5,0.5,0.6,1,0,0.5,0.6,0.2,0,0.732212114,2
1,0.5,0,0.5,0.857142857,1,0,0.8,0.8,1,0.5,1,0.4,0,0.883164712,2
0,1,1,0,0.785714286,0.5,1,0.6,0.4,0,0.5,0.4,1,0,0.537915365,1
0,0.5,0.5,0.5,0.928571429,1,0.5,0.6,0.8,0,1,0.8,0.6,0,0.563363379,2
0,0.5,0,0.5,0.857142857,0.5,0,0.8,0.4,0,1,0.8,0.4,0,0.500371308,1
1,0.5,0,0.5,0.857142857,0.5,0.5,0.2,0,0,0.5,0.4,0,0,0.413857604,0
0,1,0,0.5,0.642857143,1,0.5,0.6,0.6,0,0,0.8,0.6,0,0.471940023,1
0,0,0,0.5,0.714285714,0,0.5,0,1,0,0.5,0.2,0.2,1,0.577170467,2
1,0.5,0,0.5,0.071428571,1,1,0.8,0.4,0,0.5,0.6,0.8,0,0.492903236,1
0,0,0,0,0,0.5,0.5,0.8,0.2,0,0.5,0.8,0,0,0.477665622,1
1,1,0,0,1,1,0,0.4,0.2,0,0.5,1,0,0,0.532484251,1
1,1,0.5,0.5,0.5,0,0.5,0.4,0.2,0,0.5,1,0,0,0.568742114,2
1,0,0.5,0.5,0.357142857,0,0,1,0.6,0,0.5,0.6,0.6,0,0.841757418,2
1,0.5,0.5,0.5,0.642857143,1,0.5,0,0.2,0,1,0.4,0.4,0,0.363850853,0
0,0.5,0,1,0,0,0,1,0,0,1,0.6,1,0,0.418292354,0
0,0.5,0.5,1,0.714285714,1,0,0.6,0.6,0,0.5,0.2,0.2,0,0.385712656,0
0,0,0.5,1,0.5,1,0.5,0.8,1,0,0,0,0,0,0.482961714,1
1,1,0.5,0,0.571428571,0.5,1,0.6,0,0,0.5,0.6,0,0,0.455309129,1
1,0.5,0,0.5,0.142857143,1,1,1,0,0,0.5,1,1,0,0.534588721,1
0,0.5,0,0,0.214285714,0.5,0,0.6,1,0,0.5,0.2,0.4,0,0.555684628,2
0,0,0.5,0.5,0.285714286,1,0,1,0.6,0,0.5,0.4,0.8,0,0.593027316,2
0,0,0,0.5,0.714285714,1,0.5,0.2,0.2,0,0.5,0.4,0.6,0,0.440001676,1
1,1,0,0.5,0.857142857,0.5,0.5,0.8,0,0,0,0,1,0,0.55401665,2
0,0,0.5,0.5,0.142857143,1,1,0,0.4,0,0.5,0.4,0.2,0,0.3379,0
0,0,0.5,0.5,0.714285714,0.5,0,0.6,1,1,0,0,0.6,0,0.798653047,2
0,1,0.5,0,0.5,1,0,0.4,0.4,0.5,0.5,0,0.6,0,0.484925343,1
0,0,0,0,0.785714286,0,0.5,0.4,0.4,0,1,0.8,0.8,0,0.621634362,2
0,0.5,1,1,0.571428571,0.5,0.5,0.6,0.4,0,0.5,0,0.4,0,0.396090669,0
0,0.5,0,1,0.857142857,0.5,0.5,0.4,0.8,0,0.5,0.6,0.4,0,0.450368049,1
0,0.5,0,0,0.928571429,0.5,0.5,0.2,0.2,0,1,0,0,0,0.323540024,0
1,0.5,0.5,0,0.642857143,1,0.5,0.6,0.4,0,0,0,1,0,0.68707544,2
1,0,0,0,0.357142857,0,0.5,0.2,0.8,0,0.5,0.4,0.2,0,0.627371602,2
0,1,0.5,0,0.071428571,1,0.5,0.8,0,0,1,0.2,0,0,0.207557931,0
0,1,1,0,0.928571429,0.5,0.5,1,0,0,1,0.2,0,0,0.496217077,1
0,1,0,0.5,1,0.5,1,0,0.2,0,0,0.2,0.6,0,0.326254417,0
1,0.5,1,0.5,0.785714286,0.5,0,0,0.2,1,0.5,0,0.2,0,0.72356377,2
1,1,0,0.5,0,0,0,0.6,0,0,0.5,0.4,0.4,0,0.517272245,1
0,0.5,0,0,0.214285714,1,0.5,1,1,0,0.5,0.4,0.6,0,0.511710766,1
1,0.5,0.5,1,0.214285714,1,0,0.8,0.2,1,0.5,0.6,0.6,0,0.612963903,2
0,1,0.5,1,0,1,0.5,0.6,0,0,0.5,0.8,0.2,0,0.24637305,0
1,1,0,0,1,0.5,0.5,0.4,0.2,0,0.5,0.6,0.2,0,0.51849442,1
0,0,0,0.5,0.071428571,1,0,0.6,0.4,0,0.5,0.2,0.8,0,0.47562168,1
0,0.5,0.5,0,0.714285714,0.5,1,0.8,0,0,0.5,1,0.4,0,0.57475056,2
1,0.5,0.5,1,0.357142857,1,1,1,0.6,0,1,0.2,0.2,0,0.395109437,0
1,0.5,0,0.5,0.714285714,1,0,0.6,0.8,0.5,0.5,1,0,0,0.635916352,2
0,1,0.5,0,0.357142857,0,0.5,0.6,0.2,0,1,0.6,0.2,0,0.445919332,1
0,0.5,0.5,0.5,0.928571429,0,1,0.2,1,0,0.5,0,0.6,0,0.522257555,1
0,1,0.5,1,0.714285714,1,0,1,0.6,0,1,1,0.4,0,0.518188294,1
0,1,0.5,0,0.071428571,1,1,0,0,0,0.5,0.2,0.2,0,0.188728286,0
1,1,0.5,0,0.428571429,1,1,1,1,0,0,0.2,0.4,0,0.629711194,2
0,0.5,0,0,0.142857143,1,1,0.4,0.6,0.5,0,0.4,0.6,0,0.430092746,1
1,0,0,0,0.357142857,0,0,0.2,0.2,0.5,0.5,0,0.6,0,0.712508322,2
1,0,1,0,0.071428571,1,0.5,0.4,1,0,0,0.6,0,0,0.701601864,2
0,1,0,0,0.928571429,0.5,1,0.2,0.6,0,0,0.6,0,0,0.392796616,0
1,1,0,0.5,0.714285714,0.5,0.5,0.8,0.6,0,0.5,0.2,1,0,0.5281368,1
0,0,0,0,0.928571429,0,0,0.4,0.6,0,1,0.2,0.4,0,0.627063148,2
1,0.5,0,0.5,0.214285714,0.5,1,0.4,1,0,0,0,0.8,0,0.562284373,2
0,0,0.5,0,0.071428571,1,0.5,1,1,0,1,0.2,0.6,0,0.554435681,2
0,0.5,0.5,1,0.214285714,1,0,0,0.6,0,0.5,0.2,0.2,0,0.319625572,0
0,0.5,0.5,0.5,0.857142857,0,0.5,0.4,0.6,0,0.5,0,0.6,0,0.617512722,2
0,0,0,0.5,0.642857143,1,0.5,0.6,0.6,0,1,0.8,1,0,0.480079709,1
0,1,1,0.5,0.357142857,0.5,1,0.4,0.8,0,0.5,0.6,0,0,0.365272068,0
0,0.5,0.5,0.5,0.214285714,0.5,0,0.2,0.2,0,0.5,0,1,0,0.48061863,1
1,0.5,0,1,0.428571429,1,0,0.8,0.8,0,0.5,0.2,0,0,0.424239109,0
0,0.5,0,0,0.142857143,0.5,0,1,0.2,0,0.5,0,0.4,0,0.450470479,1
1,0,0,0,0.5,0,0,1,0.4,0,1,0.4,0.2,0,0.687284955,2
0,1,0,0,0.428571429,0.5,1,1,0,0,0.5,0.2,0.4,0,0.378228288,0
0,0.5,0,0.5,0.142857143,0.5,0.5,1,0.4,1,0,0.6,0,0,0.56363575,2
1,0.5,0,0,0.5,1,0.5,0.2,1,0,0.5,0.4,0.2,0,0.495346423,1
0,1,0,0,0.857142857,0.5,0,0.4,0.4,0,0,0.6,1,0,0.661698428,2
0,1,0,1,0.285714286,0.5,0.5,0.4,0,0,1,0.6,0.4,0,0.188617708,0
0,0.5,0,0.5,0.142857143,1,0.5,1,0.2,0,0.5,0.4,0.4,0,0.402227152,0
0,0.5,0,0,0.071428571,0.5,0.5,0,0.8,0.5,1,0.8,0.6,0,0.528069289,1
0,0.5,0.5,0,0.928571429,1,1,0.2,1,0,0.5,0,0.2,0,0.430561828,1
1,0.5,0.5,0.5,0.428571429,1,0,0.8,0.6,0,1,0.6,1,0,0.681686229,2
0,0.5,0,0.5,0.071428571,0.5,0.5,0.2,0.2,0,1,1,0.4,1,0.467416811,1
0,0.5,0,0,0.928571429,1,1,0,1,0,0.5,0,0.2,0,0.332282651,0
0,0.5,0.5,0.5,0.857142857,1,0.5,0,0.4,1,0.5,0.6,1,0,0.598601599,2
0,1,0,0.5,0.142857143,1,0,0,0,0,1,0.2,0,0,0.100243969,0
1,0.5,0,1,0.714285714,1,0,0.6,1,1,1,0.2,0.4,0,0.579354086,2
0,0.5,0,0,0.214285714,1,0,1,0.4,0,0.5,0.4,0.8,0,0.476886922,1
1,0.5,0,0.5,0.214285714,0,1,1,0,0,1,0.2,1,0,0.53046708,1
1,0.5,0,1,1,1,1,0.4,1,0,1,0.2,0.2,0,0.36665138,0
0,0.5,0,1,0.071428571,0,1,0.4,0.4,1,0.5,0,0,0,0.296067855,0
1,1,0,0.5,0.071428571,0.5,0,0.4,1,0,0,0.4,0.2,0,0.515627546,1
0,0.5,0,0,0.142857143,0.5,0,0.8,1,0,0,0,0,0,0.528298593,1
1,0.5,0.5,0.5,0.071428571,0.5,1,0.8,0.2,0,1,0.2,0.4,1,0.521991005,1
0,1,0.5,0.5,0.142857143,0.5,0.5,0.6,0.6,0.5,1,1,0.2,0,0.421366415,0
1,1,0,0.5,0.714285714,1,1,0.6,0.6,0,0.5,0.4,0.4,0,0.373971627,0
0,0,0,1,0.928571429,0.5,0.5,1,0.4,0,0.5,0,0.6,0,0.470535103,1
0,1,0.5,1,0,1,0,0.4,0.4,0,0.5,1,0.6,0,0.417502014,0
0,0.5,0.5,0.5,1,1,0.5,0.4,0.2,0.5,0,0.4,1,0,0.575211494,2
1,0,0,0.5,0.142857143,0,0.5,0.4,0.6,0,0.5,1,0,0,0.653465623,2
0,1,0,0.5,0.571428571,1,1,0.6,0,0,1,0.8,0.8,0,0.197185738,0
0,0.5,0,0.5,0.142857143,1,0.5,0.8,0.2,0,0.5,0,0.6,0,0.352900163,0
1,0,0.5,0.5,0.5,1,0.5,0.4,0.2,0,0,0.4,0.6,0,0.556479623,2
0,1,0.5,0.5,0.071428571,0.5,0.5,0.8,0.8,0,0.5,0.8,0.2,0,0.434116612,1
1,1,0.5,0.5,0.142857143,0.5,0.5,0.4,1,0,0.5,0,0.8,0,0.531508839,1
0,0.5,0,0.5,0.071428571,0.5,0.5,0.6,0.8,0,0.5,0.4,0.6,0,0.433285533,1
0,0.5,0.5,0.5,0.428571429,0.5,0.5,0.8,0.8,0.5,0.5,0.4,0,0,0.57295338,2
0,0.5,0,0.5,1,0.5,0.5,0.2,0.4,0,0,0.2,0.6,0,0.491117697,1
0,0.5,0,0.5,0.428571429,0.5,1,1,0.4,0,0.5,0.6,0,0,0.40824491,0
0,0.5,0,0.5,0.214285714,1,0.5,0.4,0.2,0,1,0.8,0.6,0,0.274038439,0
0,0.5,0,0.5,0.928571429,0,1,1,0.2,0,0,0.4,0.2,0,0.529264693,1
0,1,0.5,1,0.714285714,1,0,0.2,1,0.5,0.5,0.4,0,0,0.450528678,1
1,0.5,1,0,1,0.5,0.5,0.4,0.6,0,0.5,0,0.6,1,0.83790582,2
0,0.5,0.5,0.5,0.071428571,0.5,0.5,0,0.8,0,0.5,0.4,0.8,0,0.442948864,1
1,1,0,0,0.071428571,0.5,1,0.8,0.6,0,0.5,0.8,0,0,0.482115504,1
1,0.5,0,0.5,0.785714286,0.5,0.5,0.4,0,0,0.5,1,0.2,0,0.550438586,2
0,0,0,0.5,0.071428571,1,0,0.8,0,0,0.5,0.6,0.4,0,0.402600789,0
1,0.5,0.5,1,0.5,0,0.5,0.4,0.6,0,1,1,0,0,0.581240892,2
0,0.5,0,0.5,0.357142857,0.5,0.5,0.4,0,0,0,0.2,0.6,0,0.38934077,0
0,0.5,0.5,0.5,0.642857143,0.5,0,0.6,0,0,0.5,0.4,0.8,0,0.552416182,2
0,1,1,0,0,0.5,0.5,0.4,0,0,1,0.2,0.2,0,0.301876097,0
0,1,0,0.5,0.357142857,1,0,0.4,0,0,0.5,1,0.2,0,0.294491831,0
0,0.5,0.5,1,0.071428571,1,0.5,0.2,0.2,0,0,0,0.2,0,0.275926409,0
1,0.5,0,0.5,0.5,0.5,0.5,0.2,0.8,0,0.5,0.8,0,0,0.498890731,1
0,1,0,0.5,0.785714286,0,1,0.2,1,0,0,0.8,0.6,0,0.519354598,1
0,0,0,1,0.071428571,1,0,0.8,0.8,0,1,0.4,1,0,0.448733827,1
0,0.5,0,1,0.785714286,0.5,0.5,0.2,0.4,0,0.5,0.4,0.2,0,0.35889115,0
0,0.5,0.5,0,0.5,0.5,0,0.2,0.8,0,0,0,0,0,0.513369432,1
0,0.5,0,0.5,0.142857143,1,0,0,0,0,0,0.2,0.2,0,0.263909517,0
0,1,0,1,0.714285714,1,0,0.8,0,0,0.5,0.8,1,0,0.44009945,1
0,0.5,0,1,0.285714286,1,0,0.6,0.4,0,0.5,0.2,0.4,0,0.253857418,0
1,1,1,0,0.142857143,0.5,0.5,0.6,1,0,0.5,0.6,0,0,0.66077423,2
0,0.5,0,0,0.142857143,0,1,0.6,0.4,1,0.5,1,0.4,0,0.635206326,2
0,0,0,1,0.214285714,0.5,0,0.4,0.2,0,0.5,1,1,0,0.569975929,2
1,1,0.5,0.5,0.285714286,1,0,1,1,0,1,0.2,0.2,0,0.504672201,1
1,0.5,0.5,0.5,0.857142857,0,0.5,0.8,0.2,0,1,0.8,0,0,0.703325713,2
1,0.5,0.5,0.5,0.071428571,0.5,0.5,0.8,0.4,0,0.5,0,0.4,0,0.522439136,1
0,0.5,0,0.5,0.714285714,0.5,0,1,0.2,0,0.5,0.6,0.4,0,0.569210033,2
0,0.5,0,0.5,0,0,1,0.4,0.8,0,0.5,0.4,0,0,0.360646426,0
1,1,1,0,0.857142857,1,0.5,0.2,0.6,0,0,0.6,0.2,0,0.674710519,2
1,1,0,1,0.714285714,1,0.5,0.8,0.2,0,0,1,0.4,0,0.561404407,2
0,0.5,0,0.5,0.928571429,0,1,0,0.4,0,0,0.6,1,1,0.570142378,2
1,0.5,0,0.5,1,0,0.5,0.6,0.2,0,0.5,1,0.4,0,0.676872023,2
0,1,0,0.5,0.428571429,0,0.5,0.4,1,0,0,0,0.6,0,0.509603969,1
1,0.5,0.5,0,0.857142857,0.5,0.5,1,0,0.5,0.5,0,1,0,0.776020691,2
1,1,0,0.5,0.142857143,0.5,0.5,1,0.4,0,0.5,0,0,0,0.353494955,0
1,0.5,0,0.5,0.5,1,0,0.8,0.2,0,0.5,0.4,0,0,0.494743483,1
1,0.5,1,1,0.142857143,0.5,0.5,0.4,0.2,0,0.5,0,0.2,0,0.457086521,1
0,0.5,0,1,0.285714286,0.5,1,0,0.4,0,0.5,0.6,1,1,0.395784543,0
0,1,0,0.5,0.714285714,1,0.5,1,0,0,0,0.4,0.8,0,0.451840479,1
0,1,0,0.5,0.642857143,0.5,0,0,0,0,0,0.4,0.8,0,0.405543321,0
0,1,0,0,0.857142857,1,0.5,0.4,0.4,0,0.5,0.8,1,0,0.461848348,1
0,0.5,0.5,0,0.857142857,0.5,0,0,0.8,0,0,0.2,0.6,0,0.673243909,2
1,0.5,0,0.5,1,0,0.5,0.4,0,0,1,0.6,0.2,0,0.489023703,1
0,0,0,0.5,0.571428571,0,0.5,0,0.4,0,0.5,0.2,0.6,0,0.479874849,1
0,1,0,0.5,0,1,0.5,0.2,0.8,0,0,0,0.6,0,0.280716171,0
1,1,0,1,0,0.5,1,0.8,0.4,0.5,0,0.6,0.4,0,0.482261001,1
1,1,0,0,0.214285714,1,0.5,0.4,0.8,0,0.5,1,0,1,0.586157528,2
0,0.5,0.5,0.5,0.5,1,0.5,0.8,0.6,0,1,0.2,0.6,0,0.403023312,0
0,0.5,0,0.5,0.642857143,0.5,0.5,0.6,0.4,0,0.5,0,0,0,0.318630372,0
1,1,0.5,0.5,0.571428571,0.5,0.5,0.8,0,0,0.5,0.4,0.4,0,0.495754978,1
0,0.5,0,0.5,0.285714286,1,0,0.6,0,0,0.5,0.2,0,0,0.329567094,0
1,0.5,0,1,0,1,0,0.6,0.2,1,0.5,0.2,0.4,0,0.523831251,1
1,0.5,0,0,0.571428571,0.5,0,0.8,0.6,1,1,0.4,0.4,0,0.68638171,2
1,0,0.5,0.5,0.071428571,0.5,0.5,0.6,1,0.5,0.5,0.8,0.8,0,0.825180067,2
1,1,0.5,1,0.5,1,0,0.8,1,0.5,1,0,0.6,0,0.515805635,1
0,0,0,0.5,0.357142857,0.5,1,0.2,0.4,0,0.5,0.6,0.2,0,0.39110885,0
0,0,0,0,0.642857143,1,0.5,0.8,0.6,0,0.5,0,0.4,0,0.504751351,1
1,0.5,0,1,0.571428571,1,0.5,0,0.2,0,0.5,0.2,0.4,0,0.362146791,0
0,0.5,0,0,0.857142857,1,0.5,0,0,0,0.5,0,0.2,0,0.292137107,0
0,1,0,0.5,1,1,0,0.6,0.8,0,0.5,0.2,1,0,0.540346912,1
0,0,0,0,0.642857143,0.5,1,1,0.8,0,0,0.6,1,0,0.736769081,2
0,0.5,0,0.5,0.642857143,0,0,1,0.8,0,1,0.2,0.8,0,0.59478492,2
0,1,0,0.5,0.785714286,0,0.5,0.4,0.2,0,0.5,1,0,0,0.43420973,1
0,0.5,0,0.5,1,0.5,0.5,0.8,0,0,0.5,0.2,0.2,0,0.43655165,1
0,1,0,0,0.142857143,1,1,1,0.4,0,1,0.8,1,0,0.41642068,0
1,0,0,1,0.5,1,0.5,0.6,0.6,0,0.5,0,0.4,0,0.417844223,0
0,0.5,0,0,0.142857143,0.5,0,0.4,0,0,0.5,0.2,0,0,0.361536868,0
1,1,0,0.5,0.857142857,0.5,1,0.4,0.2,0,0,0.6,0.4,0,0.486902938,1
0,1,0,0,0.857142857,0,0.5,0.4,0,0,1,0.8,0.8,0,0.488361401,1
1,1,0,1,0.214285714,1,0.5,0.4,1,0,1,0.4,0.4,0,0.371380616,0
1,1,0,0,0.142857143,1,0.5,0.4,1,0,0.5,0.4,0.4,0,0.455041414,1
0,0,0.5,1,0.857142857,1,0.5,0.6,0,0,0,0.8,0,0,0.458735875,1
0,0.5,1,1,0,0.5,0,1,0.6,0,0.5,0.2,0.6,0,0.46883337,1
0,1,0,0.5,0.357142857,0.5,0,0,0.2,0.5,0,0,0,0,0.335198411,0
1,1,0,0,0.5,1,1,0.6,0,1,0.5,0.2,0.8,0,0.48237507,1
0,0.5,0,0.5,0.071428571,0.5,0.5,0.8,0,0,0,0.8,0,0,0.407228759,0
1,1,0,1,0.285714286,1,0.5,0.2,0.6,0,0.5,0.8,0.8,0,0.415453415,0
0,0.5,0,0,0.214285714,1,0.5,0.8,0,0,1,0.8,0.8,0,0.44819025,1
1,0.5,0,1,0.571428571,1,0.5,0.6,0,0.5,0,0.4,0,0,0.435452857,1
0,0,0,0,0.428571429,1,0.5,0.2,0.4,0,0.5,0.8,0.8,0,0.495972642,1
1,0.5,0.5,0.5,0.785714286,0,0.5,0.6,0.4,0,0.5,0.2,0,0,0.613266537,2
0,0.5,0,0.5,0.785714286,0.5,0.5,0.2,0,0,1,1,0.2,1,0.475747389,1
0,0.5,0,0.5,1,1,0,0.2,0.8,0,1,0.6,0,0,0.39340072,0
0,0.5,0.5,0.5,0.142857143,0,0.5,0.8,0.2,0,1,0.4,0,0,0.430858642,1
0,0.5,0,0.5,0.5,0.5,0,0.2,0.2,0,0.5,0.6,0,0,0.338353951,0
0,0,0,0,0.571428571,1,0,0.8,0.4,0,0.5,0.8,0.6,0,0.604487827,2
1,0.5,0.5,1,0.928571429,1,0.5,0.6,0.6,0,0.5,0.6,0,0,0.538675441,1
1,0.5,0,0.5,0.928571429,0,0,1,0.4,0,0,0,0.2,0,0.725366769,2
0,1,0,1,0.214285714,1,0,0.4,0.8,0,0.5,0.8,0.6,0,0.370150293,0
0,0.5,0.5,0.5,0.428571429,0.5,0,0.2,0.4,0,0.5,0,0.2,1,0.562670814,2
0,0.5,0,0,0.714285714,0.5,0,0,1,0,0.5,0.2,0.2,1,0.661133899,2
0,0,0,0.5,0,0.5,0,0.2,0.6,0,0,0,1,0,0.537022595,1
1,0.5,0,0,0.571428571,0.5,1,0.4,0.8,0,0,0.4,0.2,0,0.62137014,2
0,1,0.5,0.5,0.642857143,0.5,1,0.6,1,0.5,0.5,0,0.2,0,0.459653088,1
1,0.5,0.5,0,0.5,0.5,0.5,1,0,0,0.5,0.6,0.8,0,0.674525447,2
0,0.5,0,0,0.357142857,1,0,0.6,0.4,0,0.5,0.8,0.2,0,0.447255577,1
0,0,0.5,0.5,0.214285714,0.5,1,0.4,0.4,1,0.5,0.4,0.2,0,0.513047011,1
0,0.5,0,0.5,0.928571429,0.5,0,0,0.6,0.5,0,0,0.6,0,0.578876856,2
1,1,0,0.5,0.285714286,1,0.5,0.8,0.2,0,0.5,0.2,0.6,0,0.401308775,0
1,1,0,1,0.857142857,1,0,0.6,0.2,0,1,0.6,0.6,0,0.433893128,1
0,1,0,0,0.285714286,0,0.5,0.2,0.2,0,0.5,0.4,0.8,0,0.482689344,1
1,0,0,1,0.857142857,1,0.5,0.6,0.4,0,1,0.6,0.8,0,0.57651282,2
0,0.5,0.5,0,0.928571429,1,0,1,0.2,0,0,0.4,0,0,0.641932946,2
1,1,0,1,0.071428571,1,1,0.6,1,0,0.5,0.4,0.2,0,0.32592152,0
1,0.5,0.5,1,0.5,1,0,0.6,0.4,0,1,0,0.4,0,0.439867819,1
1,1,0,0,0.857142857,1,1,0.2,0.2,0,1,0.8,0.6,0,0.372686597,0
1,1,0.5,0.5,0.142857143,1,0.5,0.8,1,1,0.5,0.4,0.4,0,0.657914341,2
0,1,0,0.5,0.571428571,0.5,0.5,0,0.4,0,0,0,0.6,0,0.341712023,0
1,0,1,0,0.357142857,0.5,0,0.2,0,0,0.5,0.6,1,0,0.796536938,2
0,0.5,0,0.5,0.214285714,0,0,0.4,0,0.5,1,0.2,1,0,0.460998645,1
1,0.5,0,1,0.928571429,0,0,0.4,0.2,0.5,0.5,0.4,1,0,0.713992392,2
0,1,1,0,0.071428571,1,0.5,0.8,0.2,0.5,0.5,0,0.8,1,0.586171496,2
0,1,0,0.5,0.071428571,0.5,1,0,0.4,0,0.5,0,0.4,0,0.104104879,0
1,0.5,0,0,0.5,1,0.5,0.2,0.4,0,0.5,0.4,0.4,0,0.433064377,1
0,0.5,0.5,0.5,0.428571429,0,0.5,0.8,0.6,0,0.5,0.6,0.4,0,0.612258533,2
1,0.5,0,0,0.214285714,1,0.5,0.4,0.6,0,0,1,0.8,0,0.678276943,2
1,0.5,0,1,0.428571429,0.5,0.5,0.2,0.4,0,0,0.4,1,0,0.563501893,2
0,0,0,0,0.785714286,0.5,1,1,0.4,0,0.5,0,0.6,0,0.53857534,1
1,0.5,0.5,0.5,0.571428571,0.5,0.5,1,0,0,1,0.6,0.2,0,0.595541505,2
0,0,0,1,0.357142857,0.5,0,0.4,1,1,0.5,0.4,1,0,0.695666749,2
0,0.5,0,1,0.142857143,1,0.5,0.6,1,0,0.5,0.4,0.6,0,0.40667587,0
0,0.5,0.5,1,0.214285714,1,0,0,0,0,0.5,0.4,0,0,0.271260028,0
1,0.5,0,0.5,0.285714286,1,1,0.4,0.2,0,0.5,0,0.6,0,0.343410264,0
0,1,0.5,0,0.071428571,0,0,1,0.8,0,0.5,0.8,0.2,0,0.595256331,2
0,1,0,0.5,0.928571429,0.5,0.5,0.2,1,0,1,0.4,0.2,0,0.40941005,0
0,0,0.5,1,0.428571429,1,1,0.4,1,0,0.5,0.8,1,0,0.517360707,1
